name,owner,url,stargazers,createdAt,updatedAt,primaryLanguage,pullRequests,releases,totalIssues,closedIssues
frp,fatedier,https://github.com/fatedier/frp,104908,2015-12-21T15:24:59Z,2026-03-06T01:40:48Z,Go,735,109,4059,4022
papers-we-love,papers-we-love,https://github.com/papers-we-love/papers-we-love,103828,2013-12-15T14:31:41Z,2026-03-06T01:24:17Z,Shell,439,0,248,246
create-react-app,facebook,https://github.com/facebook/create-react-app,103825,2016-07-17T14:55:11Z,2026-03-05T23:18:00Z,JavaScript,1949,83,8421,6574
tauri,tauri-apps,https://github.com/tauri-apps/tauri,103678,2019-07-13T09:09:37Z,2026-03-06T02:08:14Z,Rust,5400,0,6169,4912
terminal,microsoft,https://github.com/microsoft/terminal,102027,2017-08-11T18:38:22Z,2026-03-06T01:03:09Z,C++,4379,148,13817,12169
DeepSeek-V3,deepseek-ai,https://github.com/deepseek-ai/DeepSeek-V3,101898,2024-12-26T09:52:40Z,2026-03-06T01:32:52Z,Python,25,1,723,679
clash-verge-rev,clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,100632,2023-11-21T18:24:03Z,2026-03-06T02:06:04Z,TypeScript,751,62,5001,4836
angular,angular,https://github.com/angular/angular,100070,2014-09-18T16:12:01Z,2026-03-06T02:03:25Z,TypeScript,5682,610,30373,29376
awesome-llm-apps,Shubhamsaboo,https://github.com/Shubhamsaboo/awesome-llm-apps,99853,2024-04-29T05:30:25Z,2026-03-06T02:09:42Z,Python,170,0,119,119
awesome-mac,jaywcjlove,https://github.com/jaywcjlove/awesome-mac,99562,2016-07-17T15:33:47Z,2026-03-06T02:09:45Z,JavaScript,1081,13,513,378
supabase,supabase,https://github.com/supabase/supabase,98583,2019-10-12T05:56:49Z,2026-03-06T01:32:33Z,TypeScript,15583,26,5240,4973
HowToCook,Anduin2017,https://github.com/Anduin2017/HowToCook,98540,2020-02-29T10:43:49Z,2026-03-06T01:39:32Z,Dockerfile,614,4,827,364
every-programmer-should-know,mtdvio,https://github.com/mtdvio/every-programmer-should-know,98183,2017-08-24T13:18:26Z,2026-03-05T20:33:21Z,None,110,0,45,31
material-ui,mui,https://github.com/mui/material-ui,98005,2014-08-18T19:11:54Z,2026-03-06T01:41:40Z,JavaScript,21490,558,20348,18753
pytorch,pytorch,https://github.com/pytorch/pytorch,97987,2016-08-13T05:26:41Z,2026-03-06T02:08:31Z,Python,6428,64,57147,41051
v2rayN,2dust,https://github.com/2dust/v2rayN,97980,2019-07-30T03:47:24Z,2026-03-06T02:06:12Z,C#,395,300,6598,6592
ant-design,ant-design,https://github.com/ant-design/ant-design,97669,2015-04-24T15:37:24Z,2026-03-06T01:21:18Z,TypeScript,17063,740,32407,31120
neovim,neovim,https://github.com/neovim/neovim,96969,2014-01-31T13:39:22Z,2026-03-06T02:06:04Z,Vim Script,17734,48,13750,12108
llama.cpp,ggml-org,https://github.com/ggml-org/llama.cpp,96822,2023-03-10T18:58:00Z,2026-03-06T02:10:06Z,C++,7478,1000,7128,6688
gemini-cli,google-gemini,https://github.com/google-gemini/gemini-cli,96590,2025-04-17T17:04:31Z,2026-03-06T02:08:36Z,TypeScript,5284,395,10768,8690
fastapi,fastapi,https://github.com/fastapi/fastapi,95922,2018-12-08T08:21:47Z,2026-03-06T01:42:40Z,Python,3171,269,3506,3495
thefuck,nvbn,https://github.com/nvbn/thefuck,95606,2015-04-08T15:08:04Z,2026-03-05T22:18:00Z,Python,481,17,774,477
whisper,openai,https://github.com/openai/whisper,95497,2022-09-16T20:02:54Z,2026-03-06T01:51:31Z,Python,119,13,0,0
Web-Dev-For-Beginners,microsoft,https://github.com/microsoft/Web-Dev-For-Beginners,95387,2020-11-10T02:44:00Z,2026-03-06T01:10:23Z,JavaScript,654,0,423,362
clean-code-javascript,ryanmcdermott,https://github.com/ryanmcdermott/clean-code-javascript,94313,2016-11-25T22:25:41Z,2026-03-05T22:39:55Z,JavaScript,149,0,245,165
immich,immich-app,https://github.com/immich-app/immich,94098,2022-02-03T15:56:27Z,2026-03-06T02:06:16Z,TypeScript,8731,287,8007,7492
tailwindcss,tailwindlabs,https://github.com/tailwindlabs/tailwindcss,93923,2017-10-06T14:59:14Z,2026-03-06T01:42:24Z,TypeScript,3302,300,4771,4720
java-design-patterns,iluwatar,https://github.com/iluwatar/java-design-patterns,93794,2014-08-09T16:45:18Z,2026-03-05T16:56:48Z,Java,1520,0,978,839
puppeteer,puppeteer,https://github.com/puppeteer/puppeteer,93717,2017-05-09T22:16:13Z,2026-03-05T23:38:59Z,TypeScript,5836,646,7323,7065
nvm,nvm-sh,https://github.com/nvm-sh/nvm,92043,2010-04-15T17:47:47Z,2026-03-06T01:29:07Z,Shell,741,71,2393,2062
DeepSeek-R1,deepseek-ai,https://github.com/deepseek-ai/DeepSeek-R1,91916,2025-01-20T11:57:28Z,2026-03-06T01:34:30Z,None,10,1,691,664
app-ideas,florinpop17,https://github.com/florinpop17/app-ideas,90952,2019-02-25T18:36:56Z,2026-03-06T01:43:20Z,None,151,0,196,51
vue-element-admin,PanJiaChen,https://github.com/PanJiaChen/vue-element-admin,90289,2017-04-17T03:35:49Z,2026-03-06T02:05:50Z,Vue,311,49,3613,2356
markitdown,microsoft,https://github.com/microsoft/markitdown,90167,2024-11-13T19:56:40Z,2026-03-06T01:50:28Z,Python,170,18,386,84
storybook,storybookjs,https://github.com/storybookjs/storybook,89367,2016-03-18T04:23:44Z,2026-03-05T19:18:16Z,TypeScript,12276,1000,14155,12042
firecrawl,firecrawl,https://github.com/firecrawl/firecrawl,88620,2024-04-15T21:02:29Z,2026-03-06T02:10:39Z,TypeScript,1361,32,824,779
bitcoin,bitcoin,https://github.com/bitcoin/bitcoin,88361,2010-12-19T15:16:43Z,2026-03-06T00:49:14Z,C++,16168,63,9013,8651
gin,gin-gonic,https://github.com/gin-gonic/gin,88198,2014-06-16T23:57:25Z,2026-03-06T01:25:59Z,Go,1224,29,2382,1786
bun,oven-sh,https://github.com/oven-sh/bun,87896,2021-04-14T00:48:17Z,2026-03-06T02:00:06Z,Zig,7177,210,15762,10920
NextChat,ChatGPTNextWeb,https://github.com/ChatGPTNextWeb/NextChat,87435,2023-03-10T18:27:54Z,2026-03-06T01:38:51Z,TypeScript,894,77,3582,2899
LLMs-from-scratch,rasbt,https://github.com/rasbt/LLMs-from-scratch,87221,2023-07-23T18:15:57Z,2026-03-06T01:37:11Z,Jupyter Notebook,481,0,218,218
django,django,https://github.com/django/django,86976,2012-04-28T02:47:18Z,2026-03-06T01:59:13Z,Python,10323,0,0,0
hugo,gohugoio,https://github.com/gohugoio/hugo,86918,2013-07-04T15:26:26Z,2026-03-06T00:08:39Z,Go,3239,365,8033,7792
mermaid,mermaid-js,https://github.com/mermaid-js/mermaid,86506,2014-11-01T23:52:32Z,2026-03-06T01:51:44Z,TypeScript,2585,179,3577,2210
opencv,opencv,https://github.com/opencv/opencv,86447,2012-07-19T09:40:17Z,2026-03-06T01:12:47Z,C++,13504,67,11435,8866
svelte,sveltejs,https://github.com/sveltejs/svelte,86004,2016-11-20T18:13:05Z,2026-03-06T00:50:44Z,JavaScript,6518,606,8925,8009
weekly,ruanyf,https://github.com/ruanyf/weekly,85212,2018-10-13T12:36:07Z,2026-03-06T01:55:46Z,None,105,0,8487,1286
core,home-assistant,https://github.com/home-assistant/core,85157,2013-09-17T07:29:48Z,2026-03-05T23:02:55Z,Python,82560,1000,68276,65363
skills,anthropics,https://github.com/anthropics/skills,85015,2025-09-22T15:53:31Z,2026-03-06T02:09:33Z,Python,21,0,147,21
manim,3b1b,https://github.com/3b1b/manim,84990,2015-03-22T18:50:58Z,2026-03-06T02:05:01Z,Python,661,13,1223,765
ML-For-Beginners,microsoft,https://github.com/microsoft/ML-For-Beginners,84143,2021-03-03T01:34:05Z,2026-03-06T01:54:14Z,Jupyter Notebook,446,0,158,158
laravel,laravel,https://github.com/laravel/laravel,83896,2011-06-08T03:06:08Z,2026-03-06T01:43:40Z,Blade,1670,211,0,0
uptime-kuma,louislam,https://github.com/louislam/uptime-kuma,83649,2021-07-03T01:02:42Z,2026-03-06T01:49:30Z,JavaScript,1684,125,4643,3981
playwright,microsoft,https://github.com/microsoft/playwright,83557,2019-11-15T18:32:42Z,2026-03-06T02:09:04Z,TypeScript,16278,158,17098,16506
awesome-for-beginners,MunGell,https://github.com/MunGell/awesome-for-beginners,83180,2015-10-24T19:53:36Z,2026-03-06T00:53:06Z,None,469,0,204,188
mall,macrozheng,https://github.com/macrozheng/mall,83028,2018-04-04T01:11:44Z,2026-03-06T02:10:35Z,Java,1,3,499,489
realworld,realworld-apps,https://github.com/realworld-apps/realworld,82919,2016-02-26T20:49:53Z,2026-03-06T00:25:56Z,TypeScript,434,0,545,511
animate.css,animate-css,https://github.com/animate-css/animate.css,82617,2011-10-12T10:07:38Z,2026-03-05T18:28:44Z,CSS,315,22,883,843
awesome-mcp-servers,punkpeye,https://github.com/punkpeye/awesome-mcp-servers,82282,2024-11-30T04:49:10Z,2026-03-06T01:35:51Z,None,1409,0,210,151
devops-exercises,bregman-arie,https://github.com/bregman-arie/devops-exercises,81403,2019-10-03T17:31:21Z,2026-03-06T01:41:51Z,Python,309,0,104,69
awesome-interview-questions,DopplerHQ,https://github.com/DopplerHQ/awesome-interview-questions,81259,2015-11-28T09:48:17Z,2026-03-06T01:24:04Z,None,175,0,61,34
FiraCode,tonsky,https://github.com/tonsky/FiraCode,81240,2014-11-11T19:32:38Z,2026-03-06T01:46:24Z,Clojure,142,29,1380,959
syncthing,syncthing,https://github.com/syncthing/syncthing,80543,2013-11-26T09:48:21Z,2026-03-06T01:56:35Z,Go,2837,462,5858,5487
uv,astral-sh,https://github.com/astral-sh/uv,80329,2023-10-02T20:24:11Z,2026-03-06T01:36:14Z,Rust,8507,259,8618,6256
servers,modelcontextprotocol,https://github.com/modelcontextprotocol/servers,80261,2024-11-19T01:10:17Z,2026-03-06T02:09:56Z,TypeScript,1178,24,840,560
spring-boot,spring-projects,https://github.com/spring-projects/spring-boot,80170,2012-10-19T15:02:57Z,2026-03-05T23:38:40Z,Java,42,339,41400,40903
system-design-101,ByteByteGoHq,https://github.com/ByteByteGoHq/system-design-101,79969,2023-09-18T20:52:03Z,2026-03-05T18:41:38Z,None,23,0,58,18
Deep-Live-Cam,hacksider,https://github.com/hacksider/Deep-Live-Cam,79855,2023-09-24T13:19:31Z,2026-03-06T01:55:42Z,Python,98,10,1114,1032
browser-use,browser-use,https://github.com/browser-use/browser-use,79693,2024-10-31T16:00:56Z,2026-03-06T01:53:21Z,Python,1668,118,1400,1271
funNLP,fighting41love,https://github.com/fighting41love/funNLP,79212,2018-08-21T11:20:39Z,2026-03-06T01:35:03Z,Python,14,0,85,48
advanced-java,doocs,https://github.com/doocs/advanced-java,78882,2018-10-06T11:38:30Z,2026-03-06T02:00:24Z,Java,89,1,148,147
github-readme-stats,anuraghazra,https://github.com/anuraghazra/github-readme-stats,78622,2020-07-09T10:34:22Z,2026-03-06T02:03:27Z,JavaScript,1568,0,1384,1228
vite,vitejs,https://github.com/vitejs/vite,78617,2020-04-21T05:03:57Z,2026-03-06T01:49:27Z,TypeScript,6052,658,8352,7894
fzf,junegunn,https://github.com/junegunn/fzf,78329,2013-10-23T16:04:23Z,2026-03-06T01:27:58Z,Go,642,76,3102,2848
hoppscotch,hoppscotch,https://github.com/hoppscotch/hoppscotch,78163,2019-08-21T13:15:24Z,2026-03-06T02:08:34Z,TypeScript,2038,99,2337,1770
netdata,netdata,https://github.com/netdata/netdata,77966,2013-06-17T18:39:10Z,2026-03-06T00:25:41Z,C,11750,132,8203,8051
models,tensorflow,https://github.com/tensorflow/models,77687,2016-02-05T01:15:20Z,2026-03-05T21:45:43Z,Python,2342,51,7324,6240
gpt4all,nomic-ai,https://github.com/nomic-ai/gpt4all,77194,2023-03-27T18:49:32Z,2026-03-06T02:11:06Z,C++,938,38,2212,1493
LeetCodeAnimation,MisterBooo,https://github.com/MisterBooo/LeetCodeAnimation,76720,2018-12-06T08:01:22Z,2026-03-06T00:56:41Z,Java,63,0,61,43
code-server,coder,https://github.com/coder/code-server,76492,2019-02-27T16:50:41Z,2026-03-06T02:10:46Z,TypeScript,1638,223,3794,3627
zed,zed-industries,https://github.com/zed-industries/zed,76484,2021-02-20T03:01:06Z,2026-03-06T02:06:33Z,Rust,22121,1000,18650,16003
Font-Awesome,FortAwesome,https://github.com/FortAwesome/Font-Awesome,76396,2012-02-17T14:19:43Z,2026-03-06T00:47:02Z,JavaScript,220,63,19901,19610
cs-video-courses,Developer-Y,https://github.com/Developer-Y/cs-video-courses,76295,2016-10-21T17:02:11Z,2026-03-06T01:51:38Z,None,257,0,0,0
elasticsearch,elastic,https://github.com/elastic/elasticsearch,76275,2010-02-08T13:20:56Z,2026-03-05T23:47:31Z,Java,87397,235,43121,38662
llm-course,mlabonne,https://github.com/mlabonne/llm-course,76104,2023-06-17T22:16:25Z,2026-03-06T01:31:20Z,None,2,0,95,32
localsend,localsend,https://github.com/localsend/localsend,76030,2022-12-16T00:46:07Z,2026-03-06T02:07:30Z,Dart,701,24,1595,739
d2l-zh,d2l-ai,https://github.com/d2l-ai/d2l-zh,75985,2017-08-23T04:40:24Z,2026-03-06T01:51:53Z,Python,1019,16,0,0
Best-websites-a-programmer-should-visit,sdmg15,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,75783,2017-03-05T20:25:17Z,2026-03-05T20:58:45Z,None,431,0,185,105
PayloadsAllTheThings,swisskyrepo,https://github.com/swisskyrepo/PayloadsAllTheThings,75745,2016-10-18T07:29:07Z,2026-03-06T01:02:00Z,Python,564,5,0,0
json-server,typicode,https://github.com/typicode/json-server,75641,2013-11-27T13:21:13Z,2026-03-06T01:55:56Z,JavaScript,161,46,1178,566
Stirling-PDF,Stirling-Tools,https://github.com/Stirling-Tools/Stirling-PDF,74985,2023-01-27T18:22:42Z,2026-03-06T01:38:13Z,TypeScript,3176,167,1658,1314
nest,nestjs,https://github.com/nestjs/nest,74867,2017-02-04T20:12:52Z,2026-03-05T22:40:34Z,TypeScript,8079,143,5785,5767
Ventoy,ventoy,https://github.com/ventoy/Ventoy,74839,2020-03-10T15:19:19Z,2026-03-06T01:20:11Z,C,294,108,2690,1878
spec-kit,github,https://github.com/github/spec-kit,74400,2025-08-21T22:54:31Z,2026-03-06T02:10:13Z,Python,179,112,871,334
claude-code,anthropics,https://github.com/anthropics/claude-code,74302,2025-02-22T17:41:21Z,2026-03-06T02:10:05Z,Shell,145,55,30032,24590
union,unionlabs,https://github.com/unionlabs/union,74265,2023-05-16T22:33:39Z,2026-03-06T01:43:33Z,Rust,3102,107,1837,1709
ragflow,infiniflow,https://github.com/infiniflow/ragflow,74246,2023-12-12T06:13:13Z,2026-03-06T01:56:05Z,Python,5453,40,6615,3629
awesome-vue,vuejs,https://github.com/vuejs/awesome-vue,73625,2015-10-20T00:16:14Z,2026-03-05T18:25:10Z,None,3611,0,230,191
lazygit,jesseduffield,https://github.com/jesseduffield/lazygit,73577,2018-05-19T00:53:06Z,2026-03-06T02:01:07Z,Go,1809,176,2520,1740
sherlock,sherlock-project,https://github.com/sherlock-project/sherlock,73401,2018-12-24T14:30:48Z,2026-03-06T01:38:44Z,Python,734,2,1149,1069
redis,redis,https://github.com/redis/redis,73292,2009-03-21T22:32:25Z,2026-03-06T01:24:44Z,C,4426,117,6915,4705
awesome-public-datasets,awesomedata,https://github.com/awesomedata/awesome-public-datasets,73268,2014-11-20T06:20:50Z,2026-03-06T01:59:04Z,None,188,1,124,48
lobehub,lobehub,https://github.com/lobehub/lobehub,73127,2023-05-21T07:19:12Z,2026-03-06T02:08:58Z,TypeScript,4337,1000,5431,4912
the-algorithm,twitter,https://github.com/twitter/the-algorithm,72845,2023-03-27T14:57:57Z,2026-03-05T22:23:23Z,Scala,2,0,1066,749
tesseract,tesseract-ocr,https://github.com/tesseract-ocr/tesseract,72708,2014-08-12T18:04:59Z,2026-03-06T01:34:11Z,C++,1432,35,2748,2318
stable-diffusion,CompVis,https://github.com/CompVis/stable-diffusion,72625,2022-08-10T14:36:44Z,2026-03-05T18:24:43Z,Jupyter Notebook,5,0,735,199
grafana,grafana,https://github.com/grafana/grafana,72504,2013-12-11T15:59:56Z,2026-03-06T01:47:51Z,TypeScript,62642,592,43178,39915
Front-End-Checklist,thedaviddias,https://github.com/thedaviddias/Front-End-Checklist,72316,2017-10-16T10:12:36Z,2026-03-06T00:36:27Z,None,179,1,152,151
awesome-react,enaqx,https://github.com/enaqx/awesome-react,72251,2014-08-06T05:31:44Z,2026-03-06T00:46:20Z,None,794,0,119,117
vllm,vllm-project,https://github.com/vllm-project/vllm,72146,2023-02-09T11:23:20Z,2026-03-06T01:59:35Z,Python,14465,84,13850,12151
awesome-machine-learning,josephmisiti,https://github.com/josephmisiti/awesome-machine-learning,71856,2014-07-15T19:11:19Z,2026-03-06T00:59:24Z,Python,902,0,98,97
cpython,python,https://github.com/python/cpython,71849,2017-02-10T19:23:51Z,2026-03-06T01:28:17Z,Python,57243,0,75452,68289
openai-cookbook,openai,https://github.com/openai/openai-cookbook,71844,2022-03-11T02:08:53Z,2026-03-06T02:03:27Z,Jupyter Notebook,1008,0,727,655
superpowers,obra,https://github.com/obra/superpowers,71835,2025-10-09T19:45:18Z,2026-03-06T02:11:12Z,Shell,39,2,329,228
screenshot-to-code,abi,https://github.com/abi/screenshot-to-code,71793,2023-11-14T17:53:32Z,2026-03-06T01:50:40Z,TypeScript,71,0,395,282
imgui,ocornut,https://github.com/ocornut/imgui,71742,2014-07-21T14:29:47Z,2026-03-06T01:54:19Z,C++,418,118,6786,5746
PaddleOCR,PaddlePaddle,https://github.com/PaddlePaddle/PaddleOCR,71642,2020-05-08T10:38:16Z,2026-03-06T01:59:50Z,Python,3119,29,10498,10271
cs-self-learning,PKUFlyingPig,https://github.com/PKUFlyingPig/cs-self-learning,71621,2021-10-20T13:43:42Z,2026-03-06T00:31:37Z,HTML,315,5,231,106
moby,moby,https://github.com/moby/moby,71482,2013-01-18T18:10:57Z,2026-03-06T01:29:56Z,Go,22359,276,23383,20115
strapi,strapi,https://github.com/strapi/strapi,71478,2015-09-30T15:34:48Z,2026-03-06T01:20:36Z,TypeScript,9585,514,11808,11233
flask,pallets,https://github.com/pallets/flask,71325,2010-04-06T11:11:59Z,2026-03-05T21:36:46Z,Python,1627,38,2722,2722
Prompt-Engineering-Guide,dair-ai,https://github.com/dair-ai/Prompt-Engineering-Guide,71151,2022-12-16T16:04:50Z,2026-03-06T01:17:31Z,MDX,342,0,241,74
superset,apache,https://github.com/apache/superset,70814,2015-07-21T18:55:34Z,2026-03-06T02:10:18Z,TypeScript,16450,243,12196,11543
protobuf,protocolbuffers,https://github.com/protocolbuffers/protobuf,70801,2014-08-26T15:52:15Z,2026-03-06T01:29:26Z,C++,8738,208,6801,6676
obs-studio,obsproject,https://github.com/obsproject/obs-studio,70722,2013-10-01T02:40:31Z,2026-03-05T22:06:41Z,C,5422,237,4920,4162
reveal.js,hakimel,https://github.com/hakimel/reveal.js,70666,2011-06-07T18:54:22Z,2026-03-05T22:04:50Z,JavaScript,413,49,2490,1696
caddy,caddyserver,https://github.com/caddyserver/caddy,70602,2015-01-13T19:45:03Z,2026-03-06T02:01:33Z,Go,2266,133,4489,4293
gpt_academic,binary-husky,https://github.com/binary-husky/gpt_academic,70172,2023-03-20T09:05:13Z,2026-03-06T02:05:49Z,Python,228,32,1756,1480
awesome-cpp,fffaraz,https://github.com/fffaraz/awesome-cpp,70039,2014-07-17T08:51:11Z,2026-03-06T00:54:26Z,None,837,0,591,355
swift,swiftlang,https://github.com/swiftlang/swift,69847,2015-10-23T21:15:07Z,2026-03-06T01:34:47Z,C++,58085,66,17481,10069
tabby,Eugeny,https://github.com/Eugeny/tabby,69304,2016-12-23T09:06:10Z,2026-03-06T01:00:01Z,TypeScript,1512,204,6029,3509
SecLists,danielmiessler,https://github.com/danielmiessler/SecLists,69271,2012-02-19T01:30:18Z,2026-03-06T02:10:21Z,PHP,696,29,318,308
act,nektos,https://github.com/nektos/act,69160,2019-01-02T19:53:43Z,2026-03-06T00:48:44Z,Go,1057,92,1317,1076
awesome-scalability,binhnguyennus,https://github.com/binhnguyennus/awesome-scalability,68975,2017-12-27T03:46:40Z,2026-03-06T00:06:07Z,None,37,0,0,0
express,expressjs,https://github.com/expressjs/express,68868,2009-06-26T18:56:01Z,2026-03-06T01:34:45Z,JavaScript,522,164,4030,3930
node,base,https://github.com/base/node,68708,2023-02-01T13:55:02Z,2026-03-05T21:48:53Z,Go,249,72,330,323
OpenHands,OpenHands,https://github.com/OpenHands/OpenHands,68623,2024-03-13T03:33:31Z,2026-03-06T01:55:12Z,Python,6443,99,3847,3679
AppFlowy,AppFlowy-IO,https://github.com/AppFlowy-IO/AppFlowy,68386,2021-06-16T12:56:48Z,2026-03-06T01:45:45Z,Dart,3894,127,3900,2996
ansible,ansible,https://github.com/ansible/ansible,68207,2012-03-06T14:58:02Z,2026-03-05T22:11:16Z,Python,39671,207,33292,32755
LlamaFactory,hiyouga,https://github.com/hiyouga/LlamaFactory,67936,2023-05-28T10:09:12Z,2026-03-06T02:04:54Z,Python,900,35,7870,6967
Chart.js,chartjs,https://github.com/chartjs/Chart.js,67218,2013-03-17T23:56:36Z,2026-03-06T01:53:31Z,JavaScript,3016,117,7301,6817
awesome-courses,prakhar1989,https://github.com/prakhar1989/awesome-courses,66844,2014-11-15T18:36:49Z,2026-03-06T02:07:44Z,None,194,0,83,39
anime,juliangarnier,https://github.com/juliangarnier/anime,66749,2016-03-13T21:37:45Z,2026-03-06T01:15:27Z,JavaScript,87,34,835,750
33-js-concepts,leonardomso,https://github.com/leonardomso/33-js-concepts,66262,2018-09-04T13:27:04Z,2026-03-05T20:08:12Z,JavaScript,262,0,119,119
webpack,webpack,https://github.com/webpack/webpack,66021,2012-03-10T10:08:14Z,2026-03-06T00:08:47Z,JavaScript,5562,448,10150,10038
annotated_deep_learning_paper_implementations,labmlai,https://github.com/labmlai/annotated_deep_learning_paper_implementations,65862,2020-08-25T02:29:34Z,2026-03-06T01:12:29Z,Python,104,0,142,114
echarts,apache,https://github.com/apache/echarts,65846,2013-04-03T03:18:59Z,2026-03-05T22:05:21Z,TypeScript,1493,122,19305,17662
gpt4free,xtekky,https://github.com/xtekky/gpt4free,65713,2023-03-29T17:00:43Z,2026-03-06T02:06:23Z,Python,871,429,1990,1981
ChinaTextbook,TapXWorld,https://github.com/TapXWorld/ChinaTextbook,65579,2020-01-05T04:11:06Z,2026-03-06T01:32:04Z,Roff,1,0,161,76
ghidra,NationalSecurityAgency,https://github.com/NationalSecurityAgency/ghidra,65404,2019-03-01T03:27:48Z,2026-03-05T23:59:45Z,Java,553,52,5864,4325
scikit-learn,scikit-learn,https://github.com/scikit-learn/scikit-learn,65300,2010-08-17T09:43:38Z,2026-03-06T02:03:24Z,Python,14163,49,11980,10392
javascript-questions,lydiahallie,https://github.com/lydiahallie/javascript-questions,65296,2019-06-12T08:26:27Z,2026-03-06T02:04:14Z,None,328,0,252,233
awesome-nodejs,sindresorhus,https://github.com/sindresorhus/awesome-nodejs,65183,2014-07-11T13:35:34Z,2026-03-06T02:05:17Z,None,421,0,105,102
Java,TheAlgorithms,https://github.com/TheAlgorithms/Java,65159,2016-07-16T10:21:02Z,2026-03-06T01:05:25Z,Java,2267,0,1203,1178
interviews,kdn251,https://github.com/kdn251/interviews,64970,2017-02-14T18:19:25Z,2026-03-06T01:43:41Z,Java,42,0,58,24
design-resources-for-developers,bradtraversy,https://github.com/bradtraversy/design-resources-for-developers,64959,2020-05-06T14:40:35Z,2026-03-05T22:38:09Z,None,967,0,111,109
nocode,kelseyhightower,https://github.com/kelseyhightower/nocode,64930,2018-02-06T23:54:00Z,2026-03-05T21:16:22Z,Dockerfile,1,1,4920,728
MetaGPT,FoundationAgents,https://github.com/FoundationAgents/MetaGPT,64802,2023-06-30T09:04:55Z,2026-03-06T02:05:00Z,Python,673,22,905,889
Apollo-11,chrislgarry,https://github.com/chrislgarry/Apollo-11,64636,2014-04-03T15:45:02Z,2026-03-05T23:02:17Z,Assembly,355,0,387,330
localstack,localstack,https://github.com/localstack/localstack,64564,2016-10-25T23:48:03Z,2026-03-05T22:02:41Z,Python,6811,106,6175,5867
docusaurus,facebook,https://github.com/facebook/docusaurus,64007,2017-06-20T16:13:53Z,2026-03-06T01:40:18Z,TypeScript,5624,154,3400,3111
AFFiNE,toeverything,https://github.com/toeverything/AFFiNE,63980,2022-07-31T18:45:21Z,2026-03-06T02:09:16Z,TypeScript,9029,540,3607,3107
keras,keras-team,https://github.com/keras-team/keras,63911,2015-03-28T00:35:42Z,2026-03-06T00:45:37Z,Python,4661,86,12653,12466
codex,openai,https://github.com/openai/codex,63300,2025-04-13T05:37:54Z,2026-03-06T02:08:15Z,Rust,4301,573,6240,4837
prometheus,prometheus,https://github.com/prometheus/prometheus,63062,2012-11-24T11:14:12Z,2026-03-05T22:59:56Z,Go,8236,359,6387,5873
socket.io,socketio,https://github.com/socketio/socket.io,62928,2010-03-11T18:24:48Z,2026-03-05T16:39:31Z,TypeScript,440,82,3650,3464
resume.github.com,resume,https://github.com/resume/resume.github.com,62810,2011-02-06T13:39:55Z,2026-03-05T20:11:27Z,JavaScript,84,0,126,66
alacritty,alacritty,https://github.com/alacritty/alacritty,62804,2016-02-18T05:02:30Z,2026-03-06T00:19:58Z,Rust,1918,105,6249,5928
OpenBB,OpenBB-finance,https://github.com/OpenBB-finance/OpenBB,62604,2020-12-20T10:46:38Z,2026-03-06T01:14:07Z,Python,4216,54,2285,2251
open-interpreter,openinterpreter,https://github.com/openinterpreter/open-interpreter,62541,2023-07-14T07:10:44Z,2026-03-06T01:56:15Z,Python,384,48,1049,803
nocodb,nocodb,https://github.com/nocodb/nocodb,62349,2017-10-29T18:51:48Z,2026-03-06T02:00:16Z,TypeScript,5822,183,4495,4064
daytona,daytonaio,https://github.com/daytonaio/daytona,62262,2024-02-06T08:21:20Z,2026-03-06T01:54:43Z,TypeScript,1855,162,1069,833
traefik,traefik,https://github.com/traefik/traefik,62054,2015-09-13T19:04:02Z,2026-03-06T00:45:56Z,Go,5076,506,6605,5935
rustlings,rust-lang,https://github.com/rust-lang/rustlings,62052,2015-09-15T02:25:18Z,2026-03-06T00:13:05Z,Rust,922,46,758,709
uBlock,gorhill,https://github.com/gorhill/uBlock,61920,2015-04-01T17:51:11Z,2026-03-06T01:18:35Z,JavaScript,256,283,3447,3434
sway,FuelLabs,https://github.com/FuelLabs/sway,61916,2021-01-19T20:54:33Z,2026-03-06T02:04:39Z,Rust,3639,185,3264,2418
everything-claude-code,affaan-m,https://github.com/affaan-m/everything-claude-code,61881,2026-01-18T00:51:51Z,2026-03-06T02:11:51Z,JavaScript,89,10,129,124
nerd-fonts,ryanoasis,https://github.com/ryanoasis/nerd-fonts,61872,2014-12-05T04:31:17Z,2026-03-05T22:20:36Z,CSS,565,38,1127,1080
lodash,lodash,https://github.com/lodash/lodash,61581,2012-04-07T04:11:46Z,2026-03-06T00:57:06Z,JavaScript,614,2,4338,4274
tldr,tldr-pages,https://github.com/tldr-pages/tldr,61553,2013-12-08T07:34:43Z,2026-03-06T01:31:05Z,Markdown,17749,6,1684,1480
redux,reduxjs,https://github.com/reduxjs/redux,61440,2015-05-29T23:53:15Z,2026-03-05T10:22:03Z,TypeScript,1746,78,2067,2030
crawl4ai,unclecode,https://github.com/unclecode/crawl4ai,61420,2024-05-09T09:48:50Z,2026-03-06T01:58:01Z,Python,163,13,933,751
ladybird,LadybirdBrowser,https://github.com/LadybirdBrowser/ladybird,61031,2024-05-30T09:18:10Z,2026-03-06T00:37:10Z,C++,5894,0,1474,927
